Station_No,Alert_Date,Office,State,District,Block,Village,Latitude_Raw,Longitude_Raw,Structure,Depth_mbgl,Collection_Date,Analysis_Date,BIS_Params,pH,EC,CO3,HCO3,Cl,SO4,NO3,F,Ca,Mg,Na,K,SiO2,TH,Cr,Mn,Fe,Ni,Cu,Zn,As,Pb,Cd,U,Alert_Reason,Remarks,Latitude,Longitude,TDS (mg/L),Date,Status,Location,Aquifer_System,River_Basin
2024-25/933,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Sunabhunei,20.76594,85.05747,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.33,1.61,,,,,,,,,,20.76594,85.05747,,1-05-24,Warning,"Sunabhunei, No Data (Angul)",Khondalites,Brahmani
2024-25/934,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Ballavapur,20.77658,85.03199,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.14,2.48,,,,,,,,,,20.77658,85.03199,,1-05-24,Warning,"Ballavapur, No Data (Angul)",Khondalites,Brahmani
2024-25/937,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Tumuni,20.79769,85.01494,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.22,35.89,,,,,,,17.55,,,20.79769,85.01494,,1-05-24,Warning,"Tumuni, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/940,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Chandrabahal,20.82134,85.03949,,,1-05-24,11/24,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,20.82134,85.03949,,1-05-24,Warning,"Chandrabahal, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/941,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Panchamahal (Adarsha Eng College),20.81029,85.06389,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,20.81029,85.06389,,1-05-24,Safe,"Panchamahal (Adarsha Eng College), No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/944,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Kandasara,20.84409,85.13217,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.2,4.12,,,,,,,,,,20.84409,85.13217,,1-05-24,Warning,"Kandasara, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/945,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Kaniabeda,20.8593,85.14566,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,20.8593,85.14566,,1-05-24,Safe,"Kaniabeda, No Data (Angul)",Sandstone,Brahmani
2024-25/952,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Lingarakata,20.87673,85.22679,,,1-05-24,11/24,,,,,,,,,,,,,,,,,2.34,12.17,,,,,,,,,,20.87673,85.22679,,1-05-24,Warning,"Lingarakata, No Data (Angul)",Sandstone,Brahmani
2024-25/953,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Budhapanka,20.86358,85.24191,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,20.86358,85.24191,,1-05-24,Safe,"Budhapanka, No Data (Angul)",Sandstone,Brahmani
2024-25/954,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Budhapanka,20.89892,85.12784,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.22,12.7,,,,,,,19.61,,,20.89892,85.12784,,1-05-24,Warning,"Budhapanka, No Data (Angul)",Sandstone,Brahmani
2024-25/956,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Kamalanga,20.88804,85.27346,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,20.88804,85.27346,,1-05-24,Safe,"Kamalanga, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/957,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Kamalanga,20.88728,85.27487,,,1-05-24,11/24,,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,20.88728,85.27487,,1-05-24,Warning,"Kamalanga, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/959,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Jhadiamba,20.89191,85.2442,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,20.89191,85.2442,,1-05-24,Safe,"Jhadiamba, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/960,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Jhadiamba,20.89179,85.24478,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.1,10.6,,,,,,,29.246,,,20.89179,85.24478,,1-05-24,Warning,"Jhadiamba, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/963,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Banarpal,20.85015656,85.22044234,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.35,,,,,,,,,137.306,,20.850157,85.220442,,1-05-24,Safe,"Banarpal, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/966,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Khadagaprasad,20.82216,85.31493,,,1-05-24,11/24,,,,,,,,,,,,,,,,,1.5,2.35,,,,,,,,,,20.82216,85.31493,,1-05-24,Warning,"Khadagaprasad, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/970,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Taladanga,20.8050436,85.3286973,,,1-05-24,11/24,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,20.805044,85.328697,,1-05-24,Warning,"Taladanga, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/972,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Taladanga (Kuna Sahu),20.8038431,85.3253408,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,20.803843,85.325341,,1-05-24,Safe,"Taladanga (Kuna Sahu), No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/973,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Taladanga (Kuna Sahu),20.80385,85.3254,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.24,,,,,,,,,31.781,,20.80385,85.3254,,1-05-24,Safe,"Taladanga (Kuna Sahu), No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/976,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Ekagharia,20.7829588,85.4057124,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.13,1.82,,,,,,,,,,20.782959,85.405712,,1-05-24,Warning,"Ekagharia, No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/978,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Balaramprasad (Ayushman Arogya Mandir),20.7719070485.40388465,85.40388465,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.11,,,,,,,,17.375,,,20.771907,85.403885,,1-05-24,Safe,"Balaramprasad (Ayushman Arogya Mandir), No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/979,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Uparabaghalanda,20.7707646,85.3760074,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,20.770765,85.376007,,1-05-24,Safe,"Uparabaghalanda, No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/980,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Uparabaghalanda,20.7706375,85.3759257,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.21,1.09,,,,,,,,,,20.770637,85.375926,,1-05-24,Warning,"Uparabaghalanda, No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/983,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Mangalapur,20.8489447,85.275708,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.06,2.55,,,,,,,,,,20.848945,85.275708,,1-05-24,Warning,"Mangalapur, No Data (Dhenkanal)",Sandstone,Brahmani
2024-25/985,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Meramandai,20.8026125,85.3102592,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.49,15.18,,,,,,,14.298,,,20.802612,85.310259,,1-05-24,Warning,"Meramandai, No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/986,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Meramandai,20.8019115,85.3109813,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,"
To be confirmed after repeat sampling and analysis. The laboratory does not conduct the sampling. The uncertainties related to sampling are not estimated.
",20.801911,85.310981,,1-05-24,Safe,"Meramandai, No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/989,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Handiphuta,20.7435481,85.3769177,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.15,3.57,,,,,,,,,,20.743548,85.376918,,1-05-24,Warning,"Handiphuta, No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/993,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Karanda,20.7137275,85.3351987,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,20.713728,85.335199,,1-05-24,Safe,"Karanda, No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/995,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Balmi,20.7020162,85.3145719,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.08,1.86,,,,,,,,,,20.702016,85.314572,,1-05-24,Warning,"Balmi, No Data (Dhenkanal)",Laterite,Brahmani
2024-25/998,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Nuabaga,20.6411441,85.2887904,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.78,2.68,,,,,,,,,,20.641144,85.28879,,1-05-24,Warning,"Nuabaga, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/1004,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Kantamili,20.7148261,85.21864,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,20.714826,85.21864,,1-05-24,Safe,"Kantamili, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/1005,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Kantamili,20.7147352,85.2186047,,,1-05-24,11/24,,,,,,,,,,,,,,,,,1.04,4.31,,,,,,,,,,20.714735,85.218605,,1-05-24,Warning,"Kantamili, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/1006,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,FCI Minabazar,20.9099964,85.1585226,,,1-05-24,11/24,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,20.909996,85.158523,,1-05-24,Safe,"FCI Minabazar, No Data (Angul)",Sandstone,Brahmani
2024-25/1008,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Nandira collery Minning,20.9295307,85.1236998,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.76,1.6,,,,,,,,,,20.929531,85.1237,,1-05-24,Warning,"Nandira collery Minning, No Data (Angul)",Sandstone,Brahmani
2024-25/1011,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Karnapur,20.8986818,85.1227783,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.12,1.27,,,,,,,,,,20.898682,85.122778,,1-05-24,Warning,"Karnapur, No Data (Angul)",Sandstone,Brahmani
2024-25/1012,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Sakosingha,20.8797604,85.1107408,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,20.87976,85.110741,,1-05-24,Safe,"Sakosingha, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/1013,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Sakosingha,20.8796244,85.110686,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.06,1.2,,,,,,,,,,20.879624,85.110686,,1-05-24,Warning,"Sakosingha, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/1017,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Danara,20.943404,85.104147,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.39,50.16,,,,,,,25.854,,,20.943404,85.104147,,1-05-24,Warning,"Danara, No Data (Angul)",Sandstone,Brahmani
2024-25/1019,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Natidi,20.9229961,85.0994114,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.33,40.62,,,,,,,,,,20.922996,85.099411,,1-05-24,Warning,"Natidi, No Data (Angul)",Sandstone,Brahmani
2024-25/1020,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Ghantapada,20.927515,85.172303,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.07,3.95,,,,,,,24.923,,,20.927515,85.172303,,1-05-24,Warning,"Ghantapada, No Data (Angul)",Sandstone,Brahmani
2024-25/1021,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Ghantapada,20.935865,85.191971,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,20.935865,85.191971,,1-05-24,Safe,"Ghantapada, No Data (Angul)",Sandstone,Brahmani
2024-25/1025,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Mahidharapur,20.69222222,85.18138889,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.03,,,,,53.521,,,,,,20.692222,85.181389,,1-05-24,Danger,"Mahidharapur, No Data (Angul)",Khondalites,Brahmani
2024-25/1026,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Mahidharapur,20.69222222,85.18138889,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.1,3.74,,,,,,,,,,20.692222,85.181389,,1-05-24,Warning,"Mahidharapur, No Data (Angul)",Khondalites,Brahmani
2024-25/1028,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Pada,20.68416667,85.21611111,,,1-05-24,11/24,,,,,,,,,,,,,,,,,1.16,1.1,,,,,,,,,,20.684167,85.216111,,1-05-24,Warning,"Pada, No Data (Angul)",Alluvium,Brahmani
2024-25/1031,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Kusuna,20.75861111,85.18611111,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.02,5.76,,,,,,,,,,20.758611,85.186111,,1-05-24,Warning,"Kusuna, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/1038,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Kankinali,20.78916667,85.17361111,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.55,1.72,,,,,,,,,,20.789167,85.173611,,1-05-24,Warning,"Kankinali, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/1040,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Arahata,20.77138889,85.18055556,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,20.771389,85.180556,,1-05-24,Safe,"Arahata, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/1043,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Garhsantry,20.80472222,85.20861111,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.15,10.48,,,,,,,37.71,,,20.804722,85.208611,,1-05-24,Danger,"Garhsantry, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/1045,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Narendrapur,20.81472222,85.22444444,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,20.814722,85.224444,,1-05-24,Safe,"Narendrapur, No Data (Angul)",Basement Gneissic Complex,Brahmani
2024-25/1048,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Nuahata,20.68111111,85.22194444,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.21,2.03,,,,,,,,,,20.681111,85.221944,,1-05-24,Warning,"Nuahata, No Data (Angul)",Alluvium,Brahmani
2024-25/1050,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Beruanpal,20.77583333,85.29416667,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,20.775833,85.294167,,1-05-24,Safe,"Beruanpal, No Data (Dhenkanal)",Basement Gneissic Complex,Brahmani
2024-25/1054,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Sanamunda,20.73527778,85.2525,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.77,4.76,,,,,,,,,,20.735278,85.2525,,1-05-24,Warning,"Sanamunda, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/1073,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Santapada,20.92111111,85.22944444,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.3,2.96,,,,,,,,,,20.921111,85.229444,,1-05-24,Warning,"Santapada, No Data (Dhenkanal)",Sandstone,Brahmani
2024-25/1075,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Anantasayana,20.92055556,85.25416667,,,1-05-24,11/24,,,,,,,,,,,,,,,,,1.01,1.29,,,,,,,,,,20.920556,85.254167,,1-05-24,Warning,"Anantasayana, No Data (Dhenkanal)",Sandstone,Brahmani
2024-25/1076,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Hariharpur,20.97527778,85.24888889,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,20.975278,85.248889,,1-05-24,Safe,"Hariharpur, No Data (Angul)",Sandstone,Brahmani
2024-25/1077,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Hariharpur,20.97527778,85.24888889,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.13,16.32,,,,,,,,,,20.975278,85.248889,,1-05-24,Warning,"Hariharpur, No Data (Angul)",Sandstone,Brahmani
2024-25/1078,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Kankili,20.99138889,85.24388889,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.11,2.41,,,,,,,,,,20.991389,85.243889,,1-05-24,Warning,"Kankili, No Data (Angul)",Sandstone,Brahmani
2024-25/1084,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Jandabahal,20.9975,85.20472222,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.04,8.29,,,,,,,17.14,,,20.9975,85.204722,,1-05-24,Warning,"Jandabahal, No Data (Angul)",Sandstone,Brahmani
2024-25/1086,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Baluga,20.97222222,85.20222222,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.04,19.36,,,,,,,136.0,,,20.972222,85.202222,,1-05-24,Danger,"Baluga, No Data (Angul)",Sandstone,Brahmani
2024-25/1088,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Deulabeda,20.94611111,85.20888889,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.24,25.26,,,,,,,,,,20.946111,85.208889,,1-05-24,Warning,"Deulabeda, No Data (Angul)",Sandstone,Brahmani
2024-25/1097,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Mahidharapur,20.69083333,85.18361111,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.31,2.01,,,,,,,,,,20.690833,85.183611,,1-05-24,Warning,"Mahidharapur, No Data (Angul)",Khondalites,Brahmani
2024-25/1099,2024-11-18,"CGWB, SER",ODISHA,Dhenkanal,No Data,Gulei,20.69,85.22972222,,,1-05-24,11/24,,,,,,,,,,,,,,,,,0.06,1.58,,,,,,,,,,20.69,85.229722,,1-05-24,Warning,"Gulei, No Data (Dhenkanal)",Alluvium,Brahmani
2024-25/93,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Godibandha,21.0194,85.1694,,,1-05-24,11/24,,,,,,,,,,,,,,,,,1.02,26.32,,,,,,,,,,21.0194,85.1694,,1-05-24,Warning,"Godibandha, No Data (Angul)",Sandstone,Brahmani
2024-25/101,2024-11-18,"CGWB, SER",ODISHA,Angul,No Data,Panchmahala,20.8228,85.0592,,,1-05-24,11/24,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,20.8228,85.0592,,1-05-24,Warning,"Panchmahala, No Data (Angul)",Basement Gneissic Complex,Brahmani
24-25/1325,2024-12-02,"CGWB, SER",ODISHA,GANJAM,KHALIKOTE,Kodala,19.625,84.9383,DW,,1-05-24,11/24,,,1021.0,,,,,,,,48.4,,,,,,,,,,,,,,,,,19.625,84.9383,653.4,1-05-24,Safe,"Kodala, KHALIKOTE (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1326,2024-12-02,"CGWB, SER",ODISHA,GANJAM,POLASARA,Polasora,19.6917,84.8194,DW,,1-05-24,11/24,,,1553.0,,,280.7,,,,152.48,30.02,,,,,,,,,,,,,,,,,19.6917,84.8194,993.9,1-05-24,Safe,"Polasora, POLASARA (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1327,2024-12-02,"CGWB, SER",ODISHA,GANJAM,BUGUDA,Baguda 2,19.8075,84.7908,DW,,1-05-24,11/24,,,1153.0,,,,,,,,,,,,,,,,,,,,,,,,,19.8075,84.7908,737.9,1-05-24,Safe,"Baguda 2, BUGUDA (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1328,2024-12-02,"CGWB, SER",ODISHA,GANJAM,BELLAGUNTHA,Karachuli,19.9,84.8889,DW,,1-05-24,11/24,,,945.0,,,,,,,,,,,,,,,,,,,,,,,,,19.9,84.8889,604.8,1-05-24,Safe,"Karachuli, BELLAGUNTHA (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1329,2024-12-02,"CGWB, SER",ODISHA,GANJAM,BHANJANAGAR,Tilisingi,20.0189,84.6322,DW,,1-05-24,11/24,,,873.0,,,,,,,,,,,,,,,,,,,,,,,,,20.0189,84.6322,558.7,1-05-24,Safe,"Tilisingi, BHANJANAGAR (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1330,2024-12-02,"CGWB, SER",ODISHA,GANJAM,BHANJANAGAR,Gallery,20.0925,84.575,TW,,1-05-24,11/24,,,,,,,,,,,41.59,,,,,,,,,,,,,,,,,20.0925,84.575,,1-05-24,Safe,"Gallery, BHANJANAGAR (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1331,2024-12-02,"CGWB, SER",ODISHA,GANJAM,SURADA,Soroda,19.7572,84.4367,TW,,1-05-24,11/24,,,1446.0,,,,,,,,54.51,,,,,,,,,,,,,,,,,19.7572,84.4367,925.4,1-05-24,Safe,"Soroda, SURADA (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1333,2024-12-02,"CGWB, SER",ODISHA,GANJAM,BELLAGUNTHA,Gobara,19.8264,84.6,DW,,1-05-24,11/24,,,1312.0,,,,,,,86.91,34.28,,,,,,,,,,,,,,,,,19.8264,84.6,839.7,1-05-24,Safe,"Gobara, BELLAGUNTHA (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1334,2024-12-02,"CGWB, SER",ODISHA,GANJAM,DHARAKOTE,Gangapur 1,19.7792,84.6075,DW,,1-05-24,11/24,,,881.0,,,,,,,80.7,,,,,,,,,,,,,,,,,,19.7792,84.6075,563.8,1-05-24,Safe,"Gangapur 1, DHARAKOTE (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1335,2024-12-02,"CGWB, SER",ODISHA,GANJAM,ASIKA,Aska 1,19.6111,84.6686,DW,,1-05-24,11/24,,,1519.0,,,256.4,,,,,37.35,,,,,,,,,,,,,,,,,19.6111,84.6686,972.2,1-05-24,Safe,"Aska 1, ASIKA (GANJAM)",Alluvium,Rushikulya
24-25/1337,2024-12-02,"CGWB, SER",ODISHA,GANJAM,BELLAGUNTHA,Kalamba,19.7508,84.7044,TW,,1-05-24,11/24,,,909.0,,,,,,,81.48,,,,,,,,,,,,,,,,,,19.7508,84.7044,581.8,1-05-24,Safe,"Kalamba, BELLAGUNTHA (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1338,2024-12-02,"CGWB, SER",ODISHA,GANJAM,DHARAKOTE,Baradabili,19.6925,84.545,DW,,1-05-24,11/24,,,1029.0,,,,,,,,84.61,,,,,,,,,,,,,,,,,19.6925,84.545,658.6,1-05-24,Safe,"Baradabili, DHARAKOTE (GANJAM)",Khondalites,Rushikulya
24-25/1339,2024-12-02,"CGWB, SER",ODISHA,GANJAM,ASIKA,Cheramaria,19.5625,84.6922,DW,,1-05-24,11/24,,,1102.0,,,,,,,,42.52,,,,,,,,,,,,,,,,,19.5625,84.6922,705.3,1-05-24,Safe,"Cheramaria, ASIKA (GANJAM)",Charnockite,Rushikulya
24-25/1340,2024-12-02,"CGWB, SER",ODISHA,GANJAM,HINJILICUT,Hinjlikatu,19.4889,84.7417,DW,,1-05-24,11/24,,,1407.0,,,,,,,92.34,47.44,,,,,,,,,,,,,,,,,19.4889,84.7417,900.5,1-05-24,Safe,"Hinjlikatu, HINJILICUT (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1342,2024-12-02,"CGWB, SER",ODISHA,GANJAM,KAVISURJYANAGAR,K.S.Nagar1,19.5831,84.6756,TW,,1-05-24,11/24,,,,,,,,,,93.9,,,,,,,,,,,,,,,,,,19.5831,84.6756,,1-05-24,Safe,"K.S.Nagar1, KAVISURJYANAGAR (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1344,2024-12-02,"CGWB, SER",ODISHA,GANJAM,PURUSOTTAMPUR,Bananai,19.5183,84.7731,TW,,1-05-24,11/24,,,1815.0,,,277.3,,,,,68.85,,,,,,,,,,,,,,,,,19.5183,84.7731,1161.6,1-05-24,Safe,"Bananai, PURUSOTTAMPUR (GANJAM)",Alluvium,Rushikulya
24-25/1345,2024-12-02,"CGWB, SER",ODISHA,GANJAM,CHHATRAPUR,Tanganapalli 1,19.3744,84.8797,DW,,1-05-24,11/24,,,2286.0,,,,,,,116.79,38.5,,,,,,,,,,,,,,,,,19.3744,84.8797,1463.0,1-05-24,Safe,"Tanganapalli 1, CHHATRAPUR (GANJAM)",Alluvium,Direct Draining to Sea
24-25/1346,2024-12-02,"CGWB, SER",ODISHA,GANJAM,CHHATRAPUR,Narendrapur,19.335,84.8694,TW,,1-05-24,11/24,,,1934.0,,,371.7,,,,185.46,45.52,,,,,,,,,,,,,,,,,19.335,84.8694,1237.8,1-05-24,Safe,"Narendrapur, CHHATRAPUR (GANJAM)",Alluvium,Direct Draining to Sea
24-25/1347,2024-12-02,"CGWB, SER",ODISHA,GANJAM,JAGANATHPRASAD,Chamkahandi,20.0431,84.7069,TW,,1-05-24,11/24,,,998.0,,,,,,,,40.18,,,,,,,,,,,,,,,,,20.0431,84.7069,638.7,1-05-24,Safe,"Chamkahandi, JAGANATHPRASAD (GANJAM)",Basement Gneissic Complex,Rushikulya
24-25/1348,2024-12-02,"CGWB, SER",ODISHA,GANJAM,RANGILUNDA,Berhampur Ii,19.3117,84.7906,DW,,1-05-24,11/24,,,792.0,,,,,,,,,,,,,,,,,,,,,,,,,19.3117,84.7906,506.9,1-05-24,Safe,"Berhampur Ii, RANGILUNDA (GANJAM)",Basement Gneissic Complex,Direct Draining to Sea
24-25/1349,2024-12-02,"CGWB, SER",ODISHA,GANJAM,RANGILUNDA,Gopalpur 1,19.2589,84.775,DW,,1-05-24,11/24,,,1786.0,,,,,,1.22,,,,,,,,,,,,,,,,,,,19.2589,84.775,1143.0,1-05-24,Safe,"Gopalpur 1, RANGILUNDA (GANJAM)",Basement Gneissic Complex,Direct Draining to Sea
