Station_No,Alert_Date,Office,State,District,Block,Village,Latitude_Raw,Longitude_Raw,Structure,Depth_mbgl,Collection_Date,Analysis_Date,BIS_Params,pH,EC,CO3,HCO3,Cl,SO4,NO3,F,Ca,Mg,Na,K,SiO2,TH,Cr,Mn,Fe,Ni,Cu,Zn,As,Pb,Cd,U,Alert_Reason,Remarks,Latitude,Longitude,TDS (mg/L),Date,Status,Location,Aquifer_System,River_Basin
2024-25/352,2024-09-02,"CGWB, SER",ODISHA,Balangir,Saintala,Piprut,20.3522,83.31,DW,,1-05-24,08/24,,7.83,479.0,0.0,200.53,32.3,26.4,3.5,0.7,56.5,15.2,17.2,1.0,,202.0,,,,,,,,,,,BDL,,20.3522,83.31,306.6,1-05-24,Safe,"Piprut, Saintala (Balangir)",Basement Gneissic Complex,Mahanadi
2024-25/354,2024-09-02,"CGWB, SER",ODISHA,Balangir,Puintala,Randa,20.7285,83.5628,HP,,1-05-24,08/24,,7.56,1510.0,0.0,317.45,244.6,131.4,29.7,0.4,113.5,26.1,156.8,15.2,,388.0,,,,,,,,,,,BDL,,20.7285,83.5628,966.4,1-05-24,Safe,"Randa, Puintala (Balangir)",Intrusive,Mahanadi
2024-25/355,2024-09-02,"CGWB, SER",ODISHA,Balangir,Deogaon,Sagrapalli,20.5583,83.4219,DW,,1-05-24,08/24,,8.04,882.0,0.0,293.73,78.1,62.4,35.2,1.79,87.9,20.5,61.9,11.2,,301.0,,,,,,,,,,,BDL,,20.5583,83.4219,564.5,1-05-24,Danger,"Sagrapalli, Deogaon (Balangir)",Basement Gneissic Complex,Mahanadi
2024-25/357,2024-09-02,"CGWB, SER",ODISHA,Balangir,Patnagarh,Sarmohan1,20.7132,83.1912,HP,,1-05-24,08/24,,7.9,991.0,0.0,238.94,144.3,70.1,26.3,0.5,74.1,17.8,96.4,21.2,,256.0,,,,,,,,,,,BDL,,20.7132,83.1912,634.2,1-05-24,Safe,"Sarmohan1, Patnagarh (Balangir)",Basement Gneissic Complex,Mahanadi
2024-25/358,2024-09-02,"CGWB, SER",ODISHA,Balangir,Bangomuni,Sindhikela,20.2306,82.9417,DW,,1-05-24,08/24,,7.59,884.0,0.0,201.09,114.7,84.6,37.9,0.4,80.1,17.2,72.2,10.4,,269.0,,,,,,,,,,,BDL,,20.2306,82.9417,565.8,1-05-24,Safe,"Sindhikela, Bangomuni (Balangir)",Basement Gneissic Complex,Mahanadi
2024-25/359,2024-09-02,"CGWB, SER",ODISHA,Balangir,Bangomuni,Sindhikela 1,20.225,82.9561,DW,,1-05-24,08/24,,8.08,362.0,0.0,176.24,11.8,12.7,5.2,1.0,44.3,10.9,8.1,2.4,,154.0,,,,,,,,,,,BDL,,20.225,82.9561,231.7,1-05-24,Safe,"Sindhikela 1, Bangomuni (Balangir)",Basement Gneissic Complex,Mahanadi
2024-25/360,2024-09-02,"CGWB, SER",ODISHA,Balangir,Balangir,Sinkhaman,20.6195,83.4266,HP,,1-05-24,08/24,,7.6,973.0,0.0,262.66,131.9,50.6,37.5,1.02,56.7,38.4,77.6,13.8,,295.0,,,,,,,,,,,BDL,,20.6195,83.4266,622.7,1-05-24,Safe,"Sinkhaman, Balangir (Balangir)",Basement Gneissic Complex,Mahanadi
2024-25/361,2024-09-02,"CGWB, SER",ODISHA,Balangir,TItlagarh,Tarasingi,20.2864,83.2703,DW,,1-05-24,08/24,,7.88,920.0,0.0,281.3,135.2,68.0,26.6,0.4,66.5,22.5,89.9,30.5,,256.0,,,,,,,,,,,BDL,,20.2864,83.2703,588.8,1-05-24,Safe,"Tarasingi, TItlagarh (Balangir)",Khondalites,Mahanadi
2024-25/362,2024-09-02,"CGWB, SER",ODISHA,Balangir,Saintala,Tikrapada 1,20.503,83.1327,HP,,1-05-24,08/24,,7.68,710.0,0.0,160.99,96.0,55.2,38.5,1.0,65.2,15.2,60.8,0.4,,224.0,,,,,,,,,,,BDL,,20.503,83.1327,454.4,1-05-24,Safe,"Tikrapada 1, Saintala (Balangir)",Khondalites,Mahanadi
2024-25/1481,2024-09-17,"CGWB, SER",ODISHA,Sambalpur,Maneswar,Gosala,21.4258,83.8994,BW,,1-05-24,09/24,,7.62,534.0,0.0,262.0,30.0,24.0,0.0,0.26,22.0,40.0,30.0,2.0,,221.0,,,,,,,,,,,BDL,,21.4258,83.8994,341.8,1-05-24,Safe,"Gosala, Maneswar (Sambalpur)",Basement Gneissic Complex,Mahanadi
2024-25/1483,2024-09-17,"CGWB, SER",ODISHA,Sambalpur,Maneswar,Jhankarbahali,21.340825,84.039646,HP,,1-05-24,09/24,,7.27,1352.0,0.0,421.0,152.0,99.0,60.0,0.86,41.0,73.0,120.0,8.0,,401.0,,,,,,,,,,,BDL,,21.340825,84.039646,865.3,1-05-24,Danger,"Jhankarbahali, Maneswar (Sambalpur)",Quartzite,Mahanadi
2024-25/1484,2024-09-17,"CGWB, SER",ODISHA,Sambalpur,Dhankauda,Jugipali,21.52838,83.982045,HP,,1-05-24,09/24,,6.88,757.0,0.0,220.0,85.0,61.0,12.0,0.76,16.0,29.0,99.0,4.0,,158.0,,,,,,,,,,,BDL,,21.52838,83.982045,484.5,1-05-24,Safe,"Jugipali, Dhankauda (Sambalpur)",Alluvium,Mahanadi
2024-25/1485,2024-09-17,"CGWB, SER",ODISHA,Sambalpur,Maneswar,Larasara,21.1819,83.9125,DW,,1-05-24,09/24,,7.31,606.0,0.0,354.0,25.0,5.0,8.0,0.25,51.0,42.0,9.0,6.0,,302.0,,,,,,,,,,,BDL,,21.1819,83.9125,387.8,1-05-24,Safe,"Larasara, Maneswar (Sambalpur)",Khondalites,Mahanadi
2024-25/1487,2024-09-17,"CGWB, SER",ODISHA,Sambalpur,Maneswar,Sahaspur,21.341675,83.964537,HP,,1-05-24,09/24,,7.33,1420.0,0.0,281.0,275.0,77.0,28.0,0.27,23.0,103.0,87.0,3.0,,482.0,,,,,,,,,,,BDL,,21.341675,83.964537,908.8,1-05-24,Safe,"Sahaspur, Maneswar (Sambalpur)",Alluvium,Mahanadi
2024-25/1488,2024-09-17,"CGWB, SER",ODISHA,Sambalpur,Dhankauda,Sambalpur,21.4731,83.9603,HP,,1-05-24,09/24,,7.73,874.0,0.0,287.0,65.0,65.0,49.0,0.01,23.0,55.0,47.0,42.0,,284.0,,,,,,,,,,,BDL,,21.4731,83.9603,559.4,1-05-24,Danger,"Sambalpur, Dhankauda (Sambalpur)",Alluvium,Mahanadi
2024-25/1502,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Binika,Antarda,21.0481,83.7808,DW,,1-05-24,09/24,,7.76,1043.0,0.0,317.0,122.0,54.0,54.0,0.27,20.0,57.0,82.0,36.0,,284.0,,,,,,,,,,,BDL,,21.0481,83.7808,667.5,1-05-24,Danger,"Antarda, Binika (Sonapur)",Alluvium,Mahanadi
2024-25/1503,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Sonepur,Arjunpur,20.853609,83.820107,HP,,1-05-24,09/24,,7.6,1015.0,0.0,403.0,92.0,30.0,60.0,0.89,25.0,57.0,105.0,3.0,,297.0,,,,,,,,,,,BDL,,20.853609,83.820107,649.6,1-05-24,Danger,"Arjunpur, Sonepur (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1504,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Dunguripali,Baghahandi,21.0581,83.6361,DW,,1-05-24,09/24,,7.23,1702.0,0.0,268.0,252.0,123.0,160.0,0.42,29.0,90.0,175.0,10.0,,441.0,,,,,,,,,,,BDL,,21.0581,83.6361,1089.3,1-05-24,Danger,"Baghahandi, Dunguripali (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1505,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Dunguripali,Barkarle,21.079213,83.674333,DW,,1-05-24,09/24,,7.63,1322.0,0.0,354.0,197.0,80.0,18.0,0.39,36.0,68.0,112.0,31.0,,369.0,,,,,,,,,,,BDL,,21.079213,83.674333,846.1,1-05-24,Safe,"Barkarle, Dunguripali (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1506,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Ulunda,Binika,21.027065,83.81076,BW,,1-05-24,09/24,,7.58,615.0,0.0,226.0,65.0,31.0,9.0,0.15,25.0,39.0,35.0,5.0,,221.0,,,,,,,,,,,BDL,,21.027065,83.81076,393.6,1-05-24,Safe,"Binika, Ulunda (Sonapur)",Alluvium,Mahanadi
2024-25/1507,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Biramaharajpur,Biramaharjpur,20.866885,84.04774,HP,,1-05-24,09/24,,7.29,1052.0,0.0,165.0,210.0,38.0,43.0,0.23,40.0,78.0,32.0,4.0,,423.0,,,,,,,,,,,BDL,,20.866885,84.04774,673.3,1-05-24,Safe,"Biramaharjpur, Biramaharajpur (Sonapur)",Alluvium,Mahanadi
2024-25/1508,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Dunguripali,Chandajhuri,21.08,83.5611,HP,,1-05-24,09/24,,7.54,759.0,0.0,323.0,75.0,31.0,1.0,0.43,20.0,52.0,54.0,7.0,,266.0,,,,,,,,,,,BDL,,21.08,83.5611,485.8,1-05-24,Safe,"Chandajhuri, Dunguripali (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1509,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Biramaharajpur,Gariamunda,20.919407,84.265316,DW,,1-05-24,09/24,,7.35,961.0,0.0,287.0,127.0,54.0,28.0,0.2,47.0,43.0,78.0,2.0,,293.0,,,,,,,,,,,BDL,,20.919407,84.265316,615.0,1-05-24,Safe,"Gariamunda, Biramaharajpur (Sonapur)",Alluvium,Mahanadi
2024-25/1510,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Dunguripali,Ichhapur 1,21.037311,83.464132,DW,,1-05-24,09/24,,7.66,676.0,0.0,305.0,50.0,29.0,1.0,0.6,23.0,43.0,57.0,5.0,,234.0,,,,,,,,,,,BDL,,21.037311,83.464132,432.6,1-05-24,Safe,"Ichhapur 1, Dunguripali (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1512,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Sonepur,Khaliapali,20.8969,83.7575,DW,,1-05-24,09/24,,7.31,1058.0,0.0,311.0,122.0,54.0,72.0,0.31,45.0,71.0,54.0,3.0,,405.0,,,,,,,,,,,BDL,,20.8969,83.7575,677.1,1-05-24,Danger,"Khaliapali, Sonepur (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1513,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Ulunda,Metakaui,21.010066,83.858369,DW,,1-05-24,09/24,,7.33,885.0,0.0,427.0,67.0,38.0,2.0,0.22,23.0,66.0,62.0,5.0,,329.0,,,,,,,,,,,BDL,,21.010066,83.858369,566.4,1-05-24,Safe,"Metakaui, Ulunda (Sonapur)",Alluvium,Mahanadi
2024-25/1514,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Ulunda,Naikpada,20.91225,83.911586,DW,,1-05-24,09/24,,7.54,1132.0,0.0,372.0,175.0,12.0,3.0,0.42,38.0,61.0,87.0,36.0,,347.0,,,,,,,,,,,BDL,,20.91225,83.911586,724.5,1-05-24,Safe,"Naikpada, Ulunda (Sonapur)",Alluvium,Mahanadi
2024-25/1515,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Sonepur,Nandahamal,20.8827528,83.82218,DW,,1-05-24,09/24,,7.27,1643.0,0.0,366.0,267.0,88.0,77.0,0.49,22.0,150.0,74.0,1.0,,671.0,,,,,,,,,,,BDL,,20.882753,83.82218,1051.5,1-05-24,Danger,"Nandahamal, Sonepur (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1516,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Ulunda,Phulmurthi,20.99426,83.791313,DW,,1-05-24,09/24,,7.77,2427.0,0.0,445.0,395.0,134.0,150.0,0.02,38.0,142.0,165.0,140.0,,680.0,,,,,,,,,,,BDL,,20.99426,83.791313,1553.3,1-05-24,Danger,"Phulmurthi, Ulunda (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1517,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Binika,Sakama,20.924596,83.778117,DW,,1-05-24,09/24,,7.86,1319.0,0.0,329.0,100.0,76.0,140.0,0.21,343.0,127.0,85.0,75.0,,333.0,,,,,,,,,,,BDL,,20.924596,83.778117,844.2,1-05-24,Danger,"Sakama, Binika (Sonapur)",Khondalites,Mahanadi
2024-25/1518,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Binika,Saledi,20.9578,83.8036,DW,,1-05-24,09/24,,7.49,1295.0,0.0,293.0,152.0,58.0,145.0,0.07,34.0,56.0,88.0,83.0,,315.0,,,,,,,,,,,BDL,,20.9578,83.8036,828.8,1-05-24,Danger,"Saledi, Binika (Sonapur)",Khondalites,Mahanadi
2024-25/1519,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Dunguripali,Samalaichuan,21.052162,83.590442,DW,,1-05-24,09/24,,7.69,787.0,0.0,220.0,70.0,43.0,85.0,0.07,51.0,42.0,38.0,2.0,,302.0,,,,,,,,,,,BDL,,21.052162,83.590442,503.7,1-05-24,Danger,"Samalaichuan, Dunguripali (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/1521,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Biramaharajpur,Tebhapadar,20.907651,84.177133,HP,,1-05-24,09/24,,7.47,1033.0,0.0,287.0,155.0,39.0,32.0,0.29,36.0,77.0,49.0,3.0,,405.0,,,,,,,,,,,BDL,,20.907651,84.177133,661.1,1-05-24,Safe,"Tebhapadar, Biramaharajpur (Sonapur)",Alluvium,Mahanadi
2024-25/1522,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Ulunda,Ulunda,20.961901,83.88311,HP,,1-05-24,09/24,,7.45,798.0,0.0,195.0,125.0,28.0,25.0,0.06,36.0,55.0,35.0,2.0,,315.0,,,,,,,,,,,BDL,,20.961901,83.88311,510.7,1-05-24,Safe,"Ulunda, Ulunda (Sonapur)",Alluvium,Mahanadi
2024-25/1863,2024-09-17,"CGWB, SER",ODISHA,Debagarh,Barkot,Kondal,21.5572,84.885,Data Not availble ,,1-05-24,09/24,,7.34,860.0,0.0,354.0,90.0,27.0,3.0,0.11,45.0,47.0,65.0,4.0,,306.0,,,,,,,,,,,BDL,,21.5572,84.885,550.4,1-05-24,Safe,"Kondal, Barkot (Debagarh)",Alluvium,Brahmani
2024-25/1864,2024-09-17,"CGWB, SER",ODISHA,Debagarh,Reamal,Purumunda,21.3072,84.6375,Data Not availble ,,1-05-24,09/24,,7.51,624.0,0.0,317.0,35.0,23.0,0.0,0.16,41.0,34.0,38.0,6.0,,243.0,,,,,,,,,,,BDL,,21.3072,84.6375,399.4,1-05-24,Safe,"Purumunda, Reamal (Debagarh)",Quartzite,Brahmani
2024-25/1872,2024-09-17,"CGWB, SER",ODISHA,Jharsuguda,Laikera,Chadnimal,21.9375,84.3214,Data Not availble ,,1-05-24,09/24,,7.94,671.0,0.0,238.0,60.0,37.0,22.0,0.11,45.0,31.0,45.0,5.0,,239.0,,,,,,,,,,,BDL,,21.9375,84.3214,429.4,1-05-24,Safe,"Chadnimal, Laikera (Jharsuguda)",Alluvium,Mahanadi
2024-25/1874,2024-09-17,"CGWB, SER",ODISHA,Jharsuguda,Lakhanpur,Lakhanpur,21.7611,83.7736,Data Not availble ,,1-05-24,09/24,,7.56,997.0,0.0,214.0,177.0,54.0,6.0,0.18,58.0,27.0,98.0,3.0,,257.0,,,,,,,,,,,BDL,,21.7611,83.7736,638.1,1-05-24,Safe,"Lakhanpur, Lakhanpur (Jharsuguda)",Sandstone,Mahanadi
2024-25/424,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Khariar,Bada-Maheswar,20.3833,82.6867,DW,,1-05-24,09/24,,7.8,716.0,0.0,264.35,49.4,21.9,55.5,1.5,75.8,23.6,35.0,5.2,,307.0,,,,,,,,,,,BDL,,20.3833,82.6867,458.2,1-05-24,Danger,"Bada-Maheswar, Khariar (Nuapada)",Khondalites,Mahanadi
2024-25/425,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Khariar,Baragaon-K,20.3403,82.6958,DW,,1-05-24,09/24,,7.75,817.0,0.0,354.73,62.3,35.6,29.6,0.5,90.3,21.6,43.1,6.2,,363.0,,,,,,,,,,,BDL,,20.3403,82.6958,522.9,1-05-24,Safe,"Baragaon-K, Khariar (Nuapada)",Khondalites,Mahanadi
2024-25/431,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Khariar,Junani,20.3072,82.8008,DW,,1-05-24,09/24,,7.4,719.0,0.0,300.51,41.0,53.7,11.5,0.4,77.3,20.1,35.8,4.6,,311.0,,,,,,,,,,,BDL,,20.3072,82.8008,460.2,1-05-24,Safe,"Junani, Khariar (Nuapada)",Basement Gneissic Complex,Mahanadi
2024-25/432,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Komana,Komna1,20.4993,82.6711,HP,,1-05-24,09/24,,7.79,1104.0,0.0,307.85,111.3,111.3,77.8,0.8,115.2,25.6,86.6,0.8,,463.0,,,,,,,,,,,BDL,,20.4993,82.6711,706.6,1-05-24,Danger,"Komna1, Komana (Nuapada)",Khondalites,Mahanadi
2024-25/433,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Komana,Kurumpuri,20.7188,82.5885,HP,,1-05-24,09/24,,7.65,870.0,0.0,281.3,108.8,40.8,37.6,1.0,85.2,15.2,78.5,1.5,,344.0,,,,,,,,,,,BDL,,20.7188,82.5885,556.8,1-05-24,Safe,"Kurumpuri, Komana (Nuapada)",Basement Gneissic Complex,Mahanadi
2024-25/434,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Khariar,Loharpalli,20.2864,82.7622,DW,,1-05-24,09/24,,7.89,356.0,0.0,183.58,9.1,6.0,5.7,1.3,45.6,10.2,8.2,1.0,,186.0,,,,,,,,,,,BDL,,20.2864,82.7622,227.8,1-05-24,Safe,"Loharpalli, Khariar (Nuapada)",Charnockite,Mahanadi
2024-25/436,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Nuapada,Potara,20.7452,82.4403,HP,,1-05-24,09/24,,7.38,157.0,0.0,64.39,9.7,3.4,7.5,1.0,14.2,7.0,6.5,2.5,,59.0,,,,,,,,,,,BDL,,20.7452,82.4403,100.5,1-05-24,Safe,"Potara, Nuapada (Nuapada)",Basement Gneissic Complex,Mahanadi
2024-25/437,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Khariar,Ranipur,20.2786,82.7758,DW,,1-05-24,09/24,,7.7,440.0,0.0,192.05,21.6,17.8,12.0,1.1,48.2,15.5,15.2,1.2,,196.0,,,,,,,,,,,BDL,,20.2786,82.7758,281.6,1-05-24,Safe,"Ranipur, Khariar (Nuapada)",Basement Gneissic Complex,Mahanadi
2024-25/440,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Khariar,Sanmaheswar,20.3746,82.6981,DW,,1-05-24,09/24,,7.66,550.0,0.0,155.34,45.9,20.4,77.6,0.3,58.1,18.2,26.6,0.7,,237.0,,,,,,,,,,,BDL,,20.3746,82.6981,352.0,1-05-24,Danger,"Sanmaheswar, Khariar (Nuapada)",Khondalites,Mahanadi
2024-25/442,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Nuapada,Somarsingh,20.7476,82.5981,HP,,1-05-24,09/24,,7.73,622.0,0.0,206.74,72.0,27.7,10.8,1.0,75.6,10.2,42.8,0.0,,234.0,,,,,,,,,,,BDL,,20.7476,82.5981,398.1,1-05-24,Safe,"Somarsingh, Nuapada (Nuapada)",Basement Gneissic Complex,Mahanadi
2024-25/444,2024-09-17,"CGWB, SER",ODISHA,Nuapada,Komana,Tarbod,20.6328,82.6121,HP,,1-05-24,09/24,,7.66,1024.0,0.0,286.95,116.8,65.2,62.2,0.8,95.6,20.1,85.9,11.1,,385.0,,,,,,,,,,,BDL,,20.6328,82.6121,655.4,1-05-24,Danger,"Tarbod, Komana (Nuapada)",Basement Gneissic Complex,Mahanadi
2024-25/466,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Sonepur,Bagduli,20.8178,83.7609,HP,,1-05-24,09/24,,7.75,927.0,0.0,223.12,169.3,43.2,28.7,0.5,62.1,25.3,95.7,3.7,,250.0,,,,,,,,,,,BDL,,20.8178,83.7609,593.3,1-05-24,Safe,"Bagduli, Sonepur (Sonapur)",Basement Gneissic Complex,Mahanadi
2024-25/467,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Tarbha,Palsapadar,20.66772,83.6589,DW,,1-05-24,09/24,,7.89,841.0,0.0,344.56,52.0,40.1,28.5,0.6,86.3,28.1,34.1,8.9,,347.0,,,,,,,,,,,BDL,,20.66772,83.6589,538.2,1-05-24,Safe,"Palsapadar, Tarbha (Sonapur)",Intrusive,Mahanadi
2024-25/468,2024-09-17,"CGWB, SER",ODISHA,Sonapur,Tarbha,Sargaj 1,20.7014,83.6714,HP,,1-05-24,09/24,,7.45,1751.0,0.0,237.81,374.4,98.4,58.5,0.5,104.0,30.6,220.6,12.3,,418.0,,,,,,,,,,,BDL,,20.7014,83.6714,1120.6,1-05-24,Danger,"Sargaj 1, Tarbha (Sonapur)",Intrusive,Mahanadi
2024-25/472,2024-10-02,"CGWB, SER",ODISHA,Balasore,Nilagiri,Ayodha,21.5583,86.7564,DW,,1-05-24,09/24,,7.47,793.0,0.0,136.1,165.3,63.0,36.6,0.5,59.8,13.1,104.8,0.6,,202.0,,,,,,,,,,,BDL,,21.5583,86.7564,507.5,1-05-24,Safe,"Ayodha, Nilagiri (Balasore)",Laterite,Budhabalanga
2024-25/474,2024-10-02,"CGWB, SER",ODISHA,Balasore,Basta,Basta 1,21.6981,87.0658,BW,,1-05-24,09/24,,8.1,471.0,0.0,255.9,15.6,14.5,1.4,0.5,57.2,15.2,11.7,2.1,,204.0,,,,,,,,,,,BDL,,21.6981,87.0658,301.4,1-05-24,Safe,"Basta 1, Basta (Balasore)",Laterite,Jambhira
2024-25/475,2024-10-02,"CGWB, SER",ODISHA,Balasore,Oupada,Jamadeipur,21.4067,86.7444,DW,,1-05-24,09/24,,7.9,652.0,0.0,306.2,65.0,5.6,4.4,0.9,68.3,15.6,47.9,0.7,,233.0,,,,,,,,,,,BDL,,21.4067,86.7444,417.3,1-05-24,Safe,"Jamadeipur, Oupada (Balasore)",Alluvium,Direct Draining to Sea
2024-25/481,2024-10-02,"CGWB, SER",ODISHA,Balasore,Oupada,Tenda,21.465,86.7053,DW,,1-05-24,09/24,,7.26,2272.0,0.0,763.7,266.0,41.4,53.5,0.4,232.9,47.5,163.6,1.0,,772.0,,,,,,,,,,,BDL,,21.465,86.7053,1454.1,1-05-24,Danger,"Tenda, Oupada (Balasore)",Basement Gneissic Complex,Budhabalanga
2024-25/492,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Bant,Agarpara,21.2089,86.3944,DW,,1-05-24,09/24,,8.0,1144.0,0.0,499.3,186.1,88.7,7.9,0.2,115.2,33.0,115.3,78.5,,420.0,,,,,,,,,,,BDL,,21.2089,86.3944,732.2,1-05-24,Safe,"Agarpara, Bant (Bhadark)",Alluvium,Baitarani
2024-25/493,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Chandabali,Bala bhadrapur sasan,20.8408,86.7219,DW,,1-05-24,09/24,,8.0,1313.0,0.0,310.7,204.0,70.0,23.0,0.3,40.0,14.0,167.0,90.0,,156.0,,,,,,,,,,,BDL,,20.8408,86.7219,840.3,1-05-24,Safe,"Bala bhadrapur sasan, Chandabali (Bhadark)",Alluvium,Baitarani
2024-25/494,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Chandabali,Chandbali bada bazar,20.7725,86.7183,DW,,1-05-24,09/24,,8.14,1000.0,0.0,368.9,159.1,82.8,4.1,0.2,100.1,26.0,115.4,22.2,,354.0,,,,,,,,,,,BDL,,20.7725,86.7183,640.0,1-05-24,Safe,"Chandbali bada bazar, Chandabali (Bhadark)",Alluvium,Baitarani
2024-25/496,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Dhamnagar,Dhamnagar 1,20.9114,86.4403,DW,,1-05-24,09/24,,7.59,1495.0,0.0,306.2,299.3,96.9,21.4,1.1,91.6,40.7,149.4,16.4,,392.0,,,,,,,,,,,BDL,,20.9114,86.4403,956.8,1-05-24,Safe,"Dhamnagar 1, Dhamnagar (Bhadark)",Alluvium,Baitarani
2024-25/498,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Dhamnagar,Kothar 3,20.9219,86.5211,DW,,1-05-24,09/24,,8.02,762.0,0.0,295.4,64.5,25.3,29.5,0.2,61.6,20.7,51.9,20.5,,237.0,,,,,,,,,,,BDL,,20.9219,86.5211,487.7,1-05-24,Safe,"Kothar 3, Dhamnagar (Bhadark)",Alluvium,Baitarani
2024-25/499,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Bhadrak,Rambhila,21.135,86.5308,DW,,1-05-24,09/24,,8.04,932.0,0.0,351.9,114.2,35.2,10.1,0.7,80.2,19.8,72.6,65.2,,279.0,,,,,,,,,,,BDL,,21.135,86.5308,596.5,1-05-24,Safe,"Rambhila, Bhadrak (Bhadark)",Alluvium,Direct Draining to Sea
2024-25/500,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Bhandaripokhari,Sunahara,20.9708,86.3811,DW,,1-05-24,09/24,,6.95,1590.0,0.0,656.4,113.3,56.3,21.7,0.8,106.9,39.9,86.7,123.4,,427.0,,,,,,,,,,,BDL,,20.9708,86.3811,1017.6,1-05-24,Safe,"Sunahara, Bhandaripokhari (Bhadark)",Alluvium,Baitarani
2024-25/501,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Bhadrak,Sunchar,21.1522,86.4394,DW,,1-05-24,09/24,,7.8,1120.0,0.0,473.9,78.4,25.3,29.5,0.3,105.0,20.5,51.1,74.4,,344.0,,,,,,,,,,,BDL,,21.1522,86.4394,716.8,1-05-24,Safe,"Sunchar, Bhadrak (Bhadark)",Alluvium,Baitarani
2024-25/502,2024-10-02,"CGWB, SER",ODISHA,Bhadark,Bhadrak,Tihidi,21.0383,86.5681,DW,,1-05-24,09/24,,8.13,1850.0,0.0,565.4,222.6,53.9,13.6,0.6,128.7,48.7,155.1,25.0,,517.0,,,,,,,,,,,BDL,,21.0383,86.5681,1184.0,1-05-24,Safe,"Tihidi, Bhadrak (Bhadark)",Alluvium,Baitarani
2024-25/515,2024-10-02,"CGWB, SER",ODISHA,Mayurbhanj,Bangiriposi,Dahisahi-Dipasahi,22.0878,86.6394,DW,,1-05-24,09/24,,6.4,158.0,0.0,50.3,24.0,2.3,10.5,0.0,10.2,3.8,18.8,2.2,,41.0,,,,,,,,,,,BDL,,22.0878,86.6394,101.1,1-05-24,Warning,"Dahisahi-Dipasahi, Bangiriposi (Mayurbhanj)",Alluvium,Budhabalanga
2024-25/521,2024-10-02,"CGWB, SER",ODISHA,Keonjhar,Kendujhargarh,Brahmanigaon,21.6622,85.6072,DW,,1-05-24,09/24,,7.64,1052.0,0.0,237.2,123.2,86.6,26.6,0.3,99.0,7.7,74.0,53.6,,278.0,,,,,,,,,,,BDL,,21.6622,85.6072,673.3,1-05-24,Safe,"Brahmanigaon, Kendujhargarh (Keonjhar)",Basement Gneissic Complex,Baitarani
2024-25/524,2024-10-02,"CGWB, SER",ODISHA,Keonjhar,Telkoi,Jagmohanpur,21.435,85.335,DW,,1-05-24,09/24,,7.81,1214.0,0.0,385.8,170.4,33.0,15.2,0.5,110.3,28.2,92.8,18.3,,388.0,,,,,,,,,,,BDL,,21.435,85.335,777.0,1-05-24,Safe,"Jagmohanpur, Telkoi (Keonjhar)",Granite,Brahmani
